house_id,area_sqft,bedrooms,bathrooms,neighborhood,year_built,garage_size,distance_city_center,house_condition,price
316,1810.0,3,2.0,Suburb,1973,2.0,22.506476211387973,Fair,205253.81884881013
317,2140.0,3,2.0,OldTown,1968,0.0,14.742810814841317,Excellent,261431.11501099818
318,1644.0,3,2.0,Suburb,1958,0.0,9.119758978626882,Excellent,231034.88950333692
319,1962.0,3,2.0,Uptown,1985,1.0,6.198568605614335,Poor,244667.36802059115
320,,4,1.0,Downtown,1989,3.0,15.613701689889995,Poor,270646.57641214767
321,1848.0,3,2.0,OldTown,1973,1.0,12.970553496650085,Excellent,209805.6377833873
322,2097.0,3,3.0,Downtown,1997,0.0,24.794145500484635,Fair,272057.285480602
323,1390.0,5,2.0,OldTown,2012,1.0,24.58879167301677,Excellent,198614.21963383458
324,2846.0,5,1.0,Downtown,2018,3.0,16.058101870469436,Fair,346801.76441406657
325,1296.0,5,1.0,Uptown,2002,2.0,11.350327399594317,Poor,159175.27846139116
326,,3,1.0,OldTown,2003,1.0,12.532953743799222,Poor,168371.37588934603
327,2379.0,4,1.0,Riverside,1991,1.0,17.22073712280312,Fair,287490.5020533684
328,2195.0,3,2.0,Downtown,1994,1.0,2.9885763337668436,Fair,278283.90634029434
329,2112.0,3,2.0,Downtown,1963,0.0,8.544625808362596,Fair,306584.77256290475
330,2114.0,3,2.0,Suburb,1978,1.0,2.3441699045882944,Good,266113.61138683243
331,1793.0,3,2.0,OldTown,1955,2.0,2.2973386081645293,Excellent,244026.5508322304
332,1351.0,2,3.0,Riverside,1956,3.0,5.298061426408727,Fair,191355.91088522653
333,1837.0,3,1.0,Uptown,1986,0.0,12.38870473753406,Good,168673.61397620215
334,1461.0,5,2.0,Suburb,2002,0.0,19.726970868488337,Good,187693.41344515636
335,2287.0,3,3.0,Riverside,1967,1.0,12.394649333563878,Good,277419.53022608865
336,1726.0,2,1.0,OldTown,1987,2.0,8.71917695874131,Good,240892.36837911213
337,1387.0,2,1.0,Riverside,2008,,2.5176482632505746,Poor,215229.95793269406
338,,5,3.0,Downtown,1950,0.0,13.982240317986674,Poor,228349.9393683105
339,2006.0,3,2.0,Downtown,2017,0.0,7.146080368837831,Poor,265288.7718553973
340,1518.0,3,2.0,Suburb,1993,1.0,15.565887358970112,Poor,195300.00756938529
341,1388.0,4,1.0,OldTown,1996,1.0,24.44109960874425,Good,147669.71708914827
342,1921.0,4,2.0,OldTown,1984,2.0,3.227200876199979,Fair,267769.0392386198
343,1922.0,3,2.0,Riverside,2009,1.0,5.697072268687528,Excellent,286710.3944181232
344,1546.0,4,1.0,Suburb,2001,2.0,12.090816183434681,Excellent,227043.1965189231
345,1564.0,4,2.0,OldTown,1957,1.0,24.23103847597527,Excellent,192339.66273814943
346,1916.0,4,1.0,Downtown,1990,2.0,19.409339518614892,Excellent,254102.62748981742
347,1075.0,2,2.0,Riverside,1952,1.0,22.506615232489338,Fair,115765.09895942624
348,1096.0,5,1.0,Uptown,2018,2.0,8.676013787656926,Good,176866.90781120773
349,1440.0,3,1.0,Downtown,1963,0.0,24.804942607575565,Fair,164080.45300825097
350,1693.0,3,1.0,Suburb,1975,1.0,3.0194039935718564,Good,191635.5756062645
351,,3,1.0,OldTown,2019,0.0,1.7978361981294704,Excellent,278127.1059655686
352,2537.0,2,3.0,Downtown,2007,,21.46226436282369,Excellent,316202.27569749474
353,2228.0,2,1.0,Uptown,1989,1.0,23.217989320071162,Fair,233310.25581770853
354,1720.0,4,2.0,Uptown,2000,0.0,2.719341259879493,Good,267843.36780337547
355,1790.0,2,1.0,Suburb,1954,3.0,3.278971955273117,Poor,205895.76039624
356,1298.0,3,2.0,,1981,0.0,1.3127668650164583,Poor,194193.52796624214
357,1790.0,3,3.0,Riverside,1950,2.0,3.0604352847467404,Good,262477.7903616316
358,1655.0,2,1.0,Downtown,2003,3.0,5.630785511606882,Fair,223149.00748279743
359,1961.0,5,3.0,Uptown,1960,0.0,24.266877163295025,Excellent,242173.5922231562
360,1386.0,3,1.0,Suburb,2002,1.0,16.86257544487217,Poor,180249.46027680693
361,2059.0,3,2.0,Suburb,1957,0.0,19.574549125204282,Excellent,205819.53666988737
362,2566.0,3,2.0,Riverside,1974,0.0,19.515415390442293,Fair,322908.4610248951
363,1745.0,3,3.0,Suburb,1989,1.0,13.609306869590759,Good,219975.91601320216
364,2000.0,2,2.0,Suburb,1981,,20.03847995396892,Good,267232.0970555557
365,2145.0,4,2.0,Suburb,1977,0.0,15.097284543554256,Excellent,282075.7844658903
366,1599.0,5,1.0,Suburb,1952,1.0,8.206379391282262,Fair,218845.8383985889
367,1912.0,3,1.0,Suburb,2011,1.0,14.247197664825817,Excellent,235359.0807428241
368,1806.0,4,3.0,Uptown,1976,,13.57096036029558,Fair,250166.49073759155
369,1848.0,4,2.0,Downtown,1994,0.0,20.674599817103356,Poor,254536.00798032674
370,1413.0,4,2.0,OldTown,1974,1.0,24.552316825850646,Fair,146646.45061289764
371,1812.0,3,2.0,Suburb,2010,1.0,10.570542852812798,Good,228537.45715874826
372,2048.0,3,2.0,OldTown,1993,1.0,19.20307162181331,Fair,216710.09573887053
373,2525.0,3,3.0,OldTown,1995,3.0,2.944193598934272,Good,359589.7777148528
374,2279.0,4,2.0,Uptown,1963,2.0,19.53236855148307,Good,277945.0826272272
375,2876.0,4,2.0,Suburb,1957,0.0,9.599714343834187,Fair,357877.1411752801
376,,2,3.0,OldTown,1997,1.0,1.4650589907973233,Excellent,234683.69007038051
377,2236.0,3,1.0,Suburb,1963,1.0,9.399531374773343,Poor,269053.54679818253
378,1891.0,5,1.0,Riverside,2014,1.0,15.460747397580297,Excellent,244808.06424351694
379,2894.0,4,2.0,Riverside,1956,1.0,3.4216291081959307,Fair,380264.73605981097
380,1395.0,5,1.0,Riverside,1998,1.0,23.138845064541236,Good,165205.70233751897
381,1380.0,4,2.0,OldTown,2004,1.0,2.4029741251845453,Fair,265229.8439394637
382,1500.0,3,3.0,Riverside,1962,3.0,23.285164635912572,Fair,158730.15678925734
383,738.0,3,2.0,Uptown,2005,0.0,17.82486918942432,Fair,99791.63248105049
384,1537.0,4,2.0,Uptown,2005,3.0,8.577948297647989,Fair,278831.5710922977
385,1420.0,2,3.0,OldTown,1964,,10.073383518872784,Fair,209834.94838919817
386,1875.0,3,2.0,Suburb,2006,1.0,18.64982943595223,Fair,229639.1844370907
387,1970.0,4,2.0,,2007,2.0,15.23604197158958,Fair,238472.54965431895
388,2738.0,2,2.0,Suburb,1984,1.0,16.95525157564616,Good,353744.98352957587
389,2275.0,4,3.0,Suburb,1965,1.0,10.03453310458026,Good,325677.85335275345
390,1511.0,3,2.0,Suburb,1957,1.0,12.451430304286175,Excellent,166823.29065139458
391,1350.0,5,2.0,Suburb,1994,1.0,24.751753358928386,Good,163090.8686829228
392,2045.0,2,3.0,,1989,3.0,5.741110327243083,Good,261795.90041995145
393,1139.0,3,2.0,Riverside,2003,2.0,10.73747656979222,Good,106014.6460869267
394,2715.0,4,2.0,Suburb,1963,0.0,7.649668095562199,Fair,327913.5141965091
395,2389.0,3,3.0,Uptown,2008,0.0,19.24523200577632,Good,289298.3205120748
396,1565.0,4,2.0,OldTown,2002,1.0,19.218309328810157,Poor,209969.76488757067
397,943.0,4,2.0,OldTown,1976,0.0,7.664913794436199,Excellent,133361.43334827287
398,2476.0,2,3.0,Uptown,1996,1.0,2.494062757508081,Good,357614.38233502704
399,1742.0,3,2.0,Suburb,1955,0.0,0.7801005784689992,Fair,262068.59709794103
400,2418.0,3,2.0,Downtown,2004,1.0,10.972538064440895,Good,306709.3711288666
401,1002.0,3,3.0,Riverside,1993,0.0,10.553271061226386,Poor,133081.40412512404
402,1500.0,5,,OldTown,1967,1.0,24.715552026676644,Fair,200223.68832081577
403,1802.0,4,2.0,Riverside,1965,1.0,12.010150854593151,Poor,240862.7700949439
404,1823.0,4,,Downtown,1961,1.0,6.782250054597806,Good,220681.81825935445
405,1574.0,4,2.0,OldTown,1969,3.0,22.335121305270953,Good,201302.11769567407
406,2111.0,3,2.0,Riverside,1994,2.0,12.531164766512672,Good,289569.01442448073
407,1266.0,5,2.0,Downtown,2013,1.0,15.179803062659156,Poor,204855.19917110793
408,1728.0,4,2.0,,2008,0.0,2.8438834054912108,Good,262875.5111251297
409,1860.0,4,2.0,Suburb,1971,2.0,9.881451979579465,Good,266123.14999334625
410,2057.0,5,2.0,Downtown,1996,3.0,23.633480024607774,Fair,299720.4728000758
411,2155.0,3,1.0,Riverside,1978,2.0,14.942881912297922,Good,280193.2695366683
412,1237.0,4,2.0,Suburb,1994,0.0,8.94029545099031,Poor,170788.40806715918
413,1032.0,2,2.0,Suburb,1958,3.0,15.828845925474031,Fair,168756.5395097214
414,2438.0,3,1.0,Downtown,1973,0.0,22.805071694663845,Fair,290355.0297873278
415,1966.0,3,1.0,Uptown,1964,,7.212769711578456,Good,290534.5224520168
416,1425.0,5,2.0,OldTown,1985,3.0,12.875359602531523,Poor,192497.14344442196
417,2575.0,5,2.0,Downtown,1962,0.0,23.987921020838005,Fair,293818.7853797377
418,1857.0,4,1.0,Suburb,1993,,4.72370551081209,Fair,255044.48749027788
419,,4,3.0,Suburb,2020,1.0,18.131766177119435,Fair,308052.00014165626
420,1833.0,3,2.0,Downtown,2021,3.0,15.554784700973068,Fair,280337.42126129975
421,2830.0,5,3.0,Uptown,1985,0.0,17.152040712945553,Fair,337516.9811329663
422,2677.0,3,2.0,OldTown,2010,3.0,9.104880951355456,Good,376137.53821335017
423,1675.0,3,2.0,Riverside,1989,0.0,8.190044650352242,Fair,194568.53981433215
424,2285.0,2,3.0,Downtown,1976,2.0,17.263136929415076,Good,327024.1141757906
425,2122.0,4,2.0,OldTown,1950,1.0,5.780810485061361,Good,260145.34582486187
426,2484.0,4,2.0,OldTown,1983,1.0,10.781541249045626,Poor,340322.9240771393
427,1317.0,3,,Suburb,2017,0.0,5.110278828296491,Poor,194426.95080449857
428,2143.0,2,2.0,Riverside,1970,2.0,0.7034686075215787,Excellent,308153.1625629719
429,2329.0,4,1.0,Downtown,1982,0.0,24.2664053209327,Poor,250402.19795855982
430,920.0,2,1.0,Suburb,1956,1.0,11.076722977082266,Poor,95119.68460385094
431,,4,,Suburb,2014,0.0,24.249065553285718,Poor,158909.8814424097
432,780.0,5,1.0,Uptown,1952,3.0,3.937926234311739,Good,172692.28017607593
433,1665.0,3,3.0,OldTown,2000,0.0,14.890486096708408,Good,229714.243948677
434,2158.0,3,1.0,Downtown,2003,0.0,5.4238638033853706,Excellent,300231.71219554666
435,2551.0,4,2.0,Downtown,2008,0.0,19.85681611060023,Excellent,277684.7342674814
436,1837.0,4,3.0,Downtown,1955,1.0,19.700723224643895,Fair,203719.13257856568
437,2614.0,3,2.0,Suburb,1978,0.0,3.258875151463139,Fair,327735.77354393416
438,1109.0,5,1.0,Uptown,1966,1.0,22.845579095471535,Fair,129796.01370118436
439,,2,,Riverside,2009,2.0,5.2684263564790035,Fair,131499.10291489633
440,1772.0,3,2.0,,1971,2.0,15.51794486893933,Poor,235154.06971079865
441,1992.0,4,2.0,Riverside,1973,1.0,24.64802369214875,Poor,261048.9624813381
442,1783.0,5,2.0,Uptown,2000,0.0,22.118715101775912,Poor,213842.6656243768
443,766.0,2,3.0,OldTown,1999,1.0,23.93581624974864,Fair,65742.0227671455
444,1755.0,4,2.0,Downtown,1960,0.0,8.893669894843926,Fair,251071.12222811102
445,1147.0,3,2.0,Riverside,2005,2.0,3.0866032343768524,Excellent,173827.50376266218
446,2134.0,3,,Suburb,2020,0.0,5.114498395591528,Good,281997.5008714993
447,1983.0,2,1.0,Riverside,1991,1.0,12.76212492937704,Excellent,233786.28509101406
448,1330.0,5,3.0,OldTown,1988,,19.93412711769639,Fair,188531.152955992
449,1543.0,2,1.0,Downtown,2018,2.0,4.178764282504943,Fair,191524.3887751307
450,,3,2.0,,1997,0.0,16.66342254038855,Fair,167598.5994367659
451,1768.0,3,3.0,OldTown,2006,1.0,8.42765129896804,Fair,240649.16336290998
452,2277.0,5,2.0,Suburb,1970,0.0,8.85945077360776,Poor,290234.773848228
453,1307.0,4,2.0,Uptown,1969,2.0,16.716984388869196,Excellent,190024.69094924914
454,2052.0,4,2.0,Suburb,1964,3.0,11.941485778563896,Excellent,270051.60586131486
455,1534.0,3,3.0,Downtown,2018,1.0,20.39481567913685,Poor,174868.91668181197
456,1403.0,4,2.0,Suburb,2000,1.0,4.320003486739263,Fair,184694.45505136315
457,1746.0,3,3.0,Suburb,2011,3.0,19.853732609292443,Fair,195740.89157595596
458,1282.0,4,1.0,Suburb,1986,1.0,2.0737635774068113,Fair,204378.18042934322
459,1523.0,5,2.0,,1955,1.0,5.254320066017322,Fair,252563.69285018858
460,1201.0,2,3.0,Downtown,2020,1.0,16.575668005327554,Poor,139956.66949566428
461,2782.0,4,1.0,OldTown,1975,1.0,21.445678584521247,Fair,318979.19260720565
462,1817.0,2,2.0,Riverside,1957,0.0,6.690650879614052,Fair,194412.80265580275
463,1450.0,3,1.0,Uptown,1953,2.0,8.516194342808367,Fair,156500.5897164695
464,1906.0,3,2.0,Riverside,1970,1.0,13.659458333025128,Poor,256935.6942482567
465,1743.0,3,2.0,Riverside,1980,0.0,5.683533758987907,Fair,192312.77643671137
466,1689.0,3,2.0,Uptown,1970,2.0,20.373328408893887,Excellent,187054.67177026172
467,2107.0,4,1.0,Downtown,1974,1.0,19.45409780264114,Fair,263600.43076215783
468,2178.0,3,1.0,Uptown,1964,0.0,4.059646943161649,Excellent,284034.8513673768
469,1534.0,4,1.0,Downtown,1984,1.0,11.863828429507487,Good,210846.39081199947
470,1512.0,3,2.0,Riverside,1998,2.0,19.483280283038223,Excellent,190611.8284036953
471,,2,2.0,,1992,2.0,8.764573512033662,Good,214772.31590003564
472,,4,3.0,OldTown,1990,3.0,16.011117156584426,Good,91100.45219375545
473,1042.0,3,2.0,Uptown,1986,2.0,1.7302214757105319,Excellent,156896.68814313257
474,2483.0,3,2.0,OldTown,2006,0.0,15.41287463296829,Poor,295353.2932128404
475,2622.0,4,3.0,Riverside,1991,1.0,4.2399980100148715,Fair,322353.16793462913
476,1675.0,3,2.0,Uptown,1996,2.0,20.849291465304056,Excellent,191574.69499184625
477,2088.0,2,3.0,Riverside,2010,1.0,9.208511857721723,Good,262698.6060916207
478,1955.0,3,2.0,,1963,1.0,7.398069636840795,Excellent,247024.56560924844
479,3339.0,5,1.0,,2017,1.0,21.101779929431384,Good,403625.3497661498
480,2359.0,4,1.0,Uptown,2002,1.0,1.72852856525935,Excellent,336997.4978875069
481,1736.0,4,2.0,Uptown,1983,3.0,10.216915583691447,Good,266715.88737832167
482,1322.0,4,1.0,Riverside,1973,1.0,9.56508674408827,Good,213736.88947137416
483,996.0,2,2.0,Uptown,1969,1.0,7.477609169113996,Good,107406.73439455159
484,1901.0,3,2.0,Uptown,2018,3.0,22.837981134036188,Excellent,229029.13475396627
485,1421.0,4,2.0,Riverside,1979,1.0,18.897745641159695,Good,206276.0988190231
486,1088.0,2,2.0,OldTown,1956,0.0,2.0661175227025,Good,117513.04666306308
487,1476.0,3,1.0,Uptown,1985,1.0,18.009842511156375,Good,153575.72993093752
488,1259.0,3,2.0,Uptown,1987,,13.418828761655451,Fair,159927.62913725796
489,2643.0,3,2.0,Uptown,2001,2.0,22.57126341283869,Poor,360903.9492218186
490,2240.0,5,3.0,Uptown,1964,,8.167167625034782,Excellent,301975.0106680358
491,1796.0,2,2.0,Riverside,1995,2.0,14.566968990434782,Good,248062.4748557556
492,2539.0,3,3.0,OldTown,1972,0.0,12.768504231154157,Fair,317585.0536642915
493,1838.0,2,2.0,OldTown,1961,2.0,12.49424220257634,Poor,212642.43527278976
494,1369.0,5,2.0,Downtown,1993,2.0,11.67458228817171,Good,260927.31835041317
495,2561.0,2,1.0,Uptown,1964,0.0,5.537922150540892,Good,321137.11577703437
496,2069.0,3,2.0,Uptown,1998,0.0,19.014893101063624,Good,251774.26015507508
497,1281.0,4,2.0,Downtown,1970,3.0,11.557732802112573,Good,204294.68535990908
498,1704.0,4,2.0,OldTown,1964,2.0,23.98364873756384,Fair,221651.82616831464
499,1362.0,3,2.0,Suburb,1963,2.0,6.889806466223019,Fair,240701.85418479517
500,1108.0,3,2.0,Suburb,1991,,17.22722407086251,Poor,182224.4288236668
501,2263.0,3,2.0,OldTown,1964,1.0,23.547568451158156,Good,246832.90022710757
502,2754.0,3,2.0,Uptown,2012,1.0,16.75472891389427,Poor,378345.0404316562
503,1100.0,3,1.0,Suburb,2017,1.0,21.846186236626167,Good,110304.9684677495
504,2081.0,3,3.0,Riverside,1976,0.0,20.77328351404665,Good,253618.25058955487
505,1474.0,3,1.0,Riverside,2002,2.0,9.322884029480594,Good,172203.86957247136
506,1556.0,3,1.0,Downtown,2001,1.0,15.203036528517664,Excellent,213046.0552202637
507,,4,2.0,OldTown,2012,1.0,4.3284028253782125,Poor,214555.96952228656
508,1368.0,5,2.0,OldTown,2002,1.0,13.620384126042188,Good,170929.47901634598
509,1824.0,4,2.0,Suburb,2006,1.0,6.145338309451262,Poor,279359.3436617916
510,1384.0,2,1.0,Uptown,2001,0.0,18.721551966334918,Poor,178360.92396543457
511,1935.0,2,2.0,OldTown,1992,0.0,13.437431336357053,Fair,260727.1929616598
512,1774.0,5,2.0,Suburb,1956,0.0,10.575070384475682,Poor,211270.85024334418
513,1680.0,3,,Suburb,1991,0.0,7.08552885609095,Good,257899.80068881245
514,1346.0,2,3.0,OldTown,1953,,24.968112805111527,Good,157573.4607798343
515,1511.0,3,2.0,Suburb,2018,0.0,2.256907761680851,Poor,251836.25389511624
516,2177.0,4,2.0,Downtown,1954,,1.5672366740242905,Poor,312604.60061323456
517,2050.0,4,2.0,Downtown,1990,1.0,5.822806312099681,Good,288381.0125849705
518,1311.0,3,1.0,OldTown,1953,1.0,24.29127523638158,Good,144907.87098200468
519,1849.0,2,2.0,Uptown,1951,0.0,24.49133512383962,Fair,198624.07128552243
520,2175.0,5,2.0,Downtown,2016,2.0,16.545729501917332,Good,278318.25468465325
521,965.0,3,3.0,Downtown,1970,2.0,22.062613346556915,Good,103313.49635562938
522,2071.0,4,1.0,OldTown,2019,0.0,5.742062405599487,Good,266782.63576167944
523,1468.0,4,2.0,Riverside,1992,0.0,24.315031307327278,Fair,193347.70811432085
524,2085.0,4,2.0,Suburb,2018,3.0,3.998228828419334,Good,277271.0430264223
525,1418.0,3,2.0,Downtown,1958,2.0,2.977567110450628,Good,239018.19039116657
526,897.0,3,1.0,Riverside,1977,1.0,3.249182711558186,Good,140009.4295040928
527,986.0,3,3.0,Uptown,1975,0.0,14.541634120177834,Good,143866.22413686948
528,1824.0,5,2.0,Riverside,1952,1.0,19.633872817592284,Excellent,253275.4642453316
529,1929.0,5,2.0,OldTown,1998,1.0,9.48334585792851,Fair,288080.20777530584
530,1347.0,2,1.0,Uptown,1966,0.0,24.4584517007601,Excellent,134171.12835927404
531,2119.0,2,2.0,Uptown,2012,1.0,11.143293383899072,Good,266040.2757252316
532,969.0,5,2.0,Riverside,2004,1.0,4.185989493943799,Good,182789.95453118655
533,1766.0,4,1.0,OldTown,1972,1.0,11.91618533056035,Poor,211261.7341102573
534,1194.0,5,1.0,Downtown,1983,2.0,17.136410552849778,Fair,144118.00776279657
535,1474.0,3,3.0,Riverside,2018,2.0,20.88953162235728,Good,178807.19830480264
536,1823.0,3,1.0,Downtown,1964,1.0,11.739823103936526,Good,237042.16423187347
537,1369.0,4,1.0,Riverside,1996,2.0,15.043367238204603,Poor,223610.6885223865
538,1607.0,4,2.0,Downtown,1952,0.0,7.049945447891908,Good,221699.76351314844
539,2303.0,3,2.0,Riverside,1977,2.0,16.324954896935093,Poor,331713.140455988
540,1511.0,2,1.0,Uptown,1952,,24.65631262678342,Excellent,163316.5287049299
541,2217.0,3,2.0,Suburb,1953,0.0,1.7018125284009495,Excellent,287567.1219358107
542,1235.0,3,1.0,Uptown,1980,1.0,22.22000143227661,Poor,162701.37010586524
543,2064.0,3,1.0,Downtown,1994,1.0,14.275921317804308,Excellent,250270.90087295033
544,2520.0,5,1.0,OldTown,2008,3.0,6.676417159276348,Excellent,360071.35465028515
545,564.0,3,3.0,Uptown,1994,1.0,23.89479789522682,Fair,39162.97814400897
546,1401.0,4,1.0,Suburb,1986,0.0,12.342180424943024,Good,150262.36375366914
547,2088.0,2,1.0,Downtown,2014,1.0,8.626411165997947,Fair,272380.28828415443
548,1698.0,4,2.0,Uptown,1958,1.0,4.9466918926356085,Good,264941.1952937606
549,,5,3.0,Riverside,1966,1.0,6.489079151288221,Fair,326135.19174848904
550,1498.0,2,,OldTown,2014,1.0,20.904801518990343,Fair,149762.948135143
551,1843.0,2,2.0,Downtown,1952,2.0,15.553045228270562,Fair,259328.79204327575
552,1722.0,3,1.0,Uptown,1975,2.0,22.874517677463743,Poor,230179.90264461248
553,,2,2.0,Downtown,2002,3.0,6.1832270778657525,Good,310770.28866353346
554,1927.0,4,2.0,Riverside,1980,0.0,3.467895059298086,Fair,294065.9476705314
555,1968.0,5,2.0,Suburb,1975,2.0,0.6491445089019552,Fair,317746.0385079
556,1594.0,3,2.0,Uptown,1972,1.0,12.942619921591849,Excellent,229238.4217276079
557,1556.0,3,2.0,Downtown,1979,1.0,24.95851979435871,Fair,221150.16798614658
558,1583.0,3,1.0,Downtown,1959,1.0,17.526649086056654,Good,212919.93877888666
559,1997.0,4,2.0,Downtown,2021,3.0,8.05566750314608,Excellent,243790.70240646502
560,1589.0,2,1.0,Suburb,2013,2.0,21.983035284141206,Excellent,188165.13935166865
561,1944.0,3,,Downtown,1971,3.0,19.652195516705014,Fair,217639.57894520028
562,2837.0,4,3.0,OldTown,1964,2.0,0.8776715688752117,Fair,402713.6582677925
563,2235.0,4,3.0,OldTown,2005,3.0,20.51308177325505,Excellent,297046.39368259604
564,1636.0,3,3.0,Downtown,1969,2.0,7.862905552343151,Fair,221920.29084007523
565,2400.0,4,2.0,OldTown,1996,1.0,4.166999882298226,Fair,308113.93737193587
566,1595.0,2,2.0,Uptown,2002,0.0,6.0451055735583274,Fair,194703.15083793865
567,780.0,2,1.0,OldTown,2002,1.0,11.980205207190906,Poor,90896.37855705645
568,1295.0,5,2.0,Downtown,1950,0.0,10.90926421316627,Good,180947.37465497522
569,864.0,4,2.0,Riverside,1951,1.0,7.577738834668556,Good,139633.20045340012
570,1624.0,2,2.0,Uptown,2007,1.0,4.719348894072302,Excellent,230146.31872270073
571,1809.0,3,2.0,Suburb,1968,1.0,19.174654346233147,Good,213479.6451270946
572,2638.0,3,1.0,Downtown,2011,3.0,24.75768970150547,Fair,342637.58929042896
573,1963.0,3,2.0,,2021,3.0,19.555893720282416,Poor,250683.44240587333
574,,3,3.0,Riverside,1961,0.0,7.750455707952759,Excellent,244788.9049555619
575,2214.0,2,1.0,Suburb,1975,1.0,6.4978195545972675,Fair,274594.7445429993
576,694.0,3,2.0,Downtown,1976,1.0,5.832813963615487,Fair,167488.55545950623
577,1917.0,4,3.0,Downtown,1978,1.0,3.849029324981389,Excellent,285687.2248507145
578,2185.0,4,2.0,Riverside,1964,2.0,14.00759846746138,Good,322890.77509140933
579,1060.0,4,2.0,Downtown,1995,1.0,15.332309112856933,Fair,131656.54199803033
580,,2,1.0,Riverside,1950,1.0,17.784815186246863,Excellent,268007.36406138365
581,1969.0,5,2.0,Riverside,2009,2.0,17.165227587874867,Excellent,260906.79177126207
582,1592.0,4,3.0,Downtown,2006,2.0,7.66216612644287,Poor,286175.666282476
583,2116.0,4,2.0,OldTown,1952,0.0,8.59261963222274,Excellent,274479.9603742425
584,2935.0,4,2.0,Riverside,1967,2.0,17.197106118337278,Fair,357337.10586419073
585,1890.0,5,1.0,Downtown,2001,1.0,9.061467199198894,Good,286695.19467254594
586,1924.0,3,1.0,OldTown,2009,0.0,5.709268145673169,Excellent,249637.55062337904
587,1570.0,3,3.0,Riverside,1983,0.0,9.671235765570119,Excellent,203695.13925584345
588,1375.0,4,2.0,OldTown,2009,1.0,7.166061860660452,Fair,187462.23004912192
589,,4,2.0,Uptown,1975,1.0,2.663661669855156,Fair,319249.24782433
590,1371.0,4,1.0,Uptown,2021,0.0,20.838403105778013,Poor,181096.306460638
591,1835.0,3,2.0,OldTown,1968,,21.40122903434739,Good,234159.25074666797
592,1561.0,2,3.0,Riverside,1971,2.0,5.883882354088547,Poor,210965.55974191526
593,2039.0,3,2.0,Downtown,1982,0.0,2.0869188883674425,Fair,254752.10847015335
594,1966.0,5,1.0,Suburb,1987,0.0,18.601272215103897,Poor,163335.0324345147
595,2318.0,3,2.0,Downtown,1984,2.0,5.682451333653636,Fair,295885.72316916805
596,1544.0,3,2.0,Suburb,2016,0.0,10.139169491203075,Poor,191558.97019076688
597,1665.0,3,2.0,Suburb,1959,3.0,2.0713136798158898,Good,249476.5760085545
598,1310.0,3,3.0,,1964,1.0,6.043604826581662,Fair,185696.5648907813
599,1577.0,5,2.0,OldTown,1960,1.0,19.926105819076078,Fair,262405.3273140357
600,1988.0,4,3.0,Downtown,1973,0.0,20.207712949422444,Excellent,254971.87684580774
601,2178.0,4,2.0,OldTown,1953,0.0,5.573578209748905,Good,267459.98905794165
602,1338.0,3,1.0,Uptown,1962,0.0,8.729889205113894,Fair,185211.56955820892
603,2234.0,4,2.0,Riverside,2006,0.0,3.7888412677967174,Poor,310331.8518798296
604,2477.0,3,1.0,Riverside,1986,1.0,2.317229441980598,Good,307607.3288756627
605,2006.0,4,3.0,Uptown,1997,0.0,24.80820700398603,Fair,243879.69705867508
606,2738.0,3,2.0,Downtown,2020,1.0,16.562051805498562,Good,347038.9216526749
607,1413.0,3,2.0,Uptown,1950,1.0,13.78136447535881,Fair,203487.35953823672
608,1177.0,4,2.0,Downtown,2009,0.0,19.25471325992984,Fair,109217.12841010586
609,910.0,5,1.0,Suburb,1961,0.0,21.081890412349242,Fair,124997.77939957165
610,2548.0,2,2.0,Riverside,1970,0.0,20.264511817095823,Good,319429.0694711867
611,2127.0,4,2.0,Downtown,1960,0.0,0.9052165076019769,Excellent,333183.29856495693
612,1772.0,3,1.0,OldTown,1993,2.0,5.076793505667212,Poor,220965.0624597369
613,1939.0,3,2.0,OldTown,2007,1.0,16.54517990188686,Good,237670.59474355573
614,1237.0,2,1.0,Riverside,1993,2.0,9.706104021197092,Poor,163046.48138825892
615,3022.0,3,2.0,Uptown,1983,1.0,24.57082495099712,Fair,368008.7248296514
616,1864.0,3,2.0,Uptown,1974,1.0,16.802417419637223,Excellent,227782.5832101618
617,1854.0,2,1.0,Downtown,1953,1.0,23.93544826386556,Fair,188301.2320474854
618,2162.0,3,3.0,Uptown,2013,2.0,5.435438800321949,Excellent,305912.64985105395
619,2040.0,5,1.0,,1965,0.0,21.666947188818064,Good,239716.06429921457
620,1911.0,2,,Downtown,1959,0.0,8.373131492473021,Excellent,244817.52762875878
621,1404.0,4,1.0,Suburb,2015,1.0,24.744337801826266,Good,146799.97665943
622,2035.0,3,2.0,Uptown,1984,1.0,4.363372465792109,Poor,256027.06194745708
623,,4,2.0,Uptown,1955,1.0,13.150325561539,Fair,377928.1532414212
624,2472.0,3,2.0,Downtown,1968,,19.924691079009488,Fair,343241.1701180697
625,2596.0,2,1.0,OldTown,2008,1.0,11.099740774798878,Fair,353765.9429848671
626,1544.0,2,1.0,Uptown,2002,1.0,11.968059474597345,Fair,187905.3691918348
627,1305.0,2,2.0,Riverside,1957,1.0,24.665716989890655,Fair,161371.10945184226
628,1737.0,2,3.0,Uptown,1959,,10.920049682378256,Excellent,217874.2449909761
629,1827.0,4,3.0,Suburb,2016,2.0,15.299766464677058,Fair,259804.05285169245
630,2347.0,5,1.0,Uptown,1987,1.0,1.8362216865411922,Good,318291.50128851796
